PassengerId,Name,SibSp,Parch,Ticket,Fare_scaled,Sex_male,Embarked_Q,Embarked_S,AgeGroup_10-20,AgeGroup_20-30,AgeGroup_30-40,AgeGroup_40-50,AgeGroup_50-60,AgeGroup_60-70,AgeGroup_70-80,Pclass_1,Pclass_2,Pclass_3,Survived
284,"Dorking, Mr. Edward Arthur",0,0,A/5. 10482,-0.7621803978006969,1,0,1,1,0,0,0,0,0,0,0,0,1,1
286,"Stankovic, Mr. Ivan",0,0,349239,-0.720643844967768,1,0,0,0,0,1,0,0,0,0,0,0,1,0
287,"de Mulder, Mr. Theodore",0,0,345774,-0.6638489666043753,1,0,1,0,1,0,0,0,0,0,0,0,1,1
288,"Naidenoff, Mr. Penko",0,0,349206,-0.7726374368975747,1,0,1,0,1,0,0,0,0,0,0,0,1,0
289,"Hosono, Mr. Masabumi",0,0,237798,-0.4264972361304952,1,0,1,0,0,0,1,0,0,0,0,1,0,1
290,"Connolly, Miss. Kate",0,0,370373,-0.7825248318413153,0,1,0,0,1,0,0,0,0,0,0,0,1,1
293,"Levy, Mr. Rene Jacques",0,0,SC/Paris 2163,-0.4349740836474195,1,0,0,0,0,1,0,0,0,0,0,1,0,0
294,"Haas, Miss. Aloisia",0,0,349236,-0.7079285736923816,0,0,1,0,1,0,0,0,0,0,0,0,1,0
295,"Mineff, Mr. Ivan",0,0,349233,-0.7726374368975747,1,0,1,0,1,0,0,0,0,0,0,0,1,0
297,"Hanna, Mr. Mansour",0,0,2693,-0.8178427693358288,1,0,0,0,1,0,0,0,0,0,0,0,1,0
303,"Johnson, Mr. William Cahoone Jr",0,0,LINE,-1.308089377890621,1,0,1,1,0,0,0,0,0,0,0,0,1,0
309,"Abelson, Mr. Samuel",1,0,P/PP 3381,0.3194653453588421,1,0,0,0,1,0,0,0,0,0,0,1,0,0
310,"Francatelli, Miss. Laura Mabel",0,0,PC 17485,2.5525518033932677,0,0,0,0,1,0,0,0,0,0,1,0,0,1
313,"Lahtinen, Mrs. William (Anna Sylfven)",1,1,250651,0.4550949056296307,0,0,1,0,1,0,0,0,0,0,0,1,0,0
314,"Hendekovic, Mr. Ignjac",0,0,349243,-0.7726374368975747,1,0,1,0,1,0,0,0,0,0,0,0,1,0
315,"Hart, Mr. Benjamin",1,1,F.C.C. 13529,0.47204860066347926,1,0,1,0,0,0,1,0,0,0,0,1,0,0
316,"Nilsson, Miss. Helmina Josefina",0,0,347470,-0.7754585317512073,0,0,1,0,1,0,0,0,0,0,0,0,1,1
317,"Kantor, Mrs. Sinai (Miriam Sternin)",1,0,244367,0.4550949056296307,0,0,1,0,1,0,0,0,0,0,0,1,0,1
318,"Moraweck, Dr. Ernest",0,0,29011,-0.3586824559951009,1,0,1,0,0,0,0,1,0,0,0,1,0,0
321,"Dennis, Mr. Samuel",0,0,A/5 21172,-0.8164322219090124,1,0,1,0,1,0,0,0,0,0,0,0,1,0
322,"Danoff, Mr. Yoto",0,0,349219,-0.7726374368975747,1,0,1,0,1,0,0,0,0,0,0,0,1,0
323,"Slayter, Miss. Hilda Mary",0,0,234818,-0.4705768432185015,0,1,0,0,1,0,0,0,0,0,0,1,0,1
324,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",1,1,248738,0.6585392460358136,0,0,1,0,1,0,0,0,0,0,0,1,0,1
327,"Nysveen, Mr. Johan Hansen",0,0,345364,-0.8850946867960992,1,0,1,0,0,0,0,0,1,0,0,0,1,0
328,"Ball, Mrs. (Ada E Hall)",0,0,28551,-0.4264972361304952,0,0,1,0,0,1,0,0,0,0,0,1,0,1
329,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",1,1,363291,0.08380898438834679,0,0,1,0,0,1,0,0,0,0,0,0,1,1
330,"Hippach, Miss. Jean Gertrude",0,1,111361,2.6237573225354316,0,0,0,1,0,0,0,0,0,0,1,0,0,1
332,"Partner, Mr. Austen",0,0,113043,0.6246318559681164,1,0,1,0,0,0,1,0,0,0,1,0,0,0
334,"Vander Planke, Mr. Leo Edmondus",2,0,345764,-0.08742333545352372,1,0,1,1,0,0,0,0,0,0,0,0,1,0
337,"Pears, Mr. Thomas Clinton",1,0,113776,3.208374979126639,1,0,1,0,1,0,0,0,0,0,1,0,0,0
339,"Dahl, Mr. Karl Edwart",0,0,7598,-0.7621803978006969,1,0,1,0,0,0,1,0,0,0,0,0,1,1
340,"Blackwell, Mr. Stephen Weart",0,0,113784,1.0993353169158766,1,0,1,0,0,0,1,0,0,0,1,0,0,0
341,"Navratil, Master. Edmond Roger",1,1,230080,0.4550949056296307,1,0,1,0,0,0,0,0,0,0,0,1,0,1
343,"Collander, Mr. Erik Gustaf",0,0,248740,-0.4264972361304952,1,0,1,0,1,0,0,0,0,0,0,1,0,0
344,"Sedgwick, Mr. Charles Frederick Waddington",0,0,244361,-0.4264972361304952,1,0,1,0,1,0,0,0,0,0,0,1,0,0
345,"Fox, Mr. Stanley Hubert",0,0,229236,-0.4264972361304952,1,0,1,0,0,1,0,0,0,0,0,1,0,0
346,"Brown, Miss. Amelia ""Mildred""",0,0,248733,-0.4264972361304952,0,0,1,0,1,0,0,0,0,0,0,1,0,1
347,"Smith, Miss. Marion Elsie",0,0,31418,-0.4264972361304952,0,0,1,0,0,1,0,0,0,0,0,1,0,1
349,"Coutts, Master. William Loch ""William""",1,1,C.A. 37671,-0.22983437373785173,1,0,1,0,0,0,0,0,0,0,0,0,1,1
350,"Dimic, Mr. Jovan",0,0,315088,-0.720643844967768,1,0,1,0,0,0,1,0,0,0,0,0,1,0
351,"Odahl, Mr. Nils Martin",0,0,7267,-0.6824980311416087,1,0,1,0,1,0,0,0,0,0,0,0,1,0
353,"Elias, Mr. Tannous",1,1,2695,-0.8178427693358288,1,0,0,1,0,0,0,0,0,0,0,0,1,0
354,"Arnold-Franchi, Mr. Josef",1,0,349237,-0.10098629148060252,1,0,1,0,1,0,0,0,0,0,0,0,1,0
356,"Vanden Steen, Mr. Leo Peter",0,0,345783,-0.6638489666043753,1,0,1,0,1,0,0,0,0,0,0,0,1,0
357,"Bowerman, Miss. Elsie Edith",0,1,113505,2.4217235295560657,0,0,1,0,1,0,0,0,0,0,1,0,0,1
358,"Funk, Miss. Annie Clemmer",0,0,237671,-0.4264972361304952,0,0,1,0,0,1,0,0,0,0,0,1,0,0
361,"Skoog, Mr. Wilhelm",1,4,347088,0.5839429878868797,1,0,1,0,0,1,0,0,0,0,0,0,1,0
362,"del Carlo, Mr. Sebastiano",1,0,SC/PARIS 2167,0.5717905792866173,1,0,0,0,1,0,0,0,0,0,0,1,0,0
363,"Barbara, Mrs. (Catherine David)",0,1,2691,-0.3278809828576048,0,0,0,0,0,0,1,0,0,0,0,0,1,0
364,"Asim, Mr. Adola",0,0,SOTON/O.Q. 3101310,-0.8299951779360912,1,0,1,0,0,1,0,0,0,0,0,0,1,0
366,"Adahl, Mr. Mauritz Nils Martin",0,0,C 7076,-0.8164322219090124,1,0,1,0,1,0,0,0,0,0,0,0,1,0
370,"Aubart, Mme. Leontine Pauline",0,0,PC 17477,3.391474885492204,0,0,0,0,1,0,0,0,0,0,1,0,0,1
371,"Harder, Mr. George Achilles",1,0,11765,2.451677317941869,1,0,0,0,1,0,0,0,0,0,1,0,0,1
372,"Wiklund, Mr. Jakob Alfred",1,0,3101267,-0.8675781290871268,1,0,1,1,0,0,0,0,0,0,0,0,1,0
373,"Beavan, Mr. William Thomas",0,0,323951,-0.7621803978006969,1,0,1,1,0,0,0,0,0,0,0,0,1,0
375,"Palsson, Miss. Stina Viola",3,1,349909,0.1211071134628137,0,0,1,0,0,0,0,0,0,0,0,0,1,0
377,"Landergren, Miss. Aurora Adelia",0,0,C 7077,-0.8164322219090124,0,0,1,0,1,0,0,0,0,0,0,0,1,1
379,"Betros, Mr. Tannous",0,0,2648,-1.0359825725973515,1,0,0,1,0,0,0,0,0,0,0,0,1,0
380,"Gustafsson, Mr. Karl Gideon",0,0,347069,-0.7808294623379304,1,0,1,1,0,0,0,0,0,0,0,0,1,0
382,"Nakid, Miss. Maria (""Mary"")",0,2,2653,-0.24056945343328467,0,0,0,0,0,0,0,0,0,0,0,0,1,1
383,"Tikkanen, Mr. Juho",0,0,STON/O 2. 3101293,-0.7706572453176213,1,0,1,0,0,1,0,0,0,0,0,0,1,0
384,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",1,0,113789,2.2182791891498828,0,0,1,0,0,1,0,0,0,0,1,0,0,1
387,"Goodwin, Master. Sidney Leonard",5,2,CA 2144,1.8724238104593713,1,0,1,0,0,0,0,0,0,0,0,0,1,0
388,"Buss, Miss. Kate",0,0,27849,-0.4264972361304952,0,0,1,0,0,1,0,0,0,0,0,1,0,1
390,"Lehmann, Miss. Bertha",0,0,SC 1748,-0.4943120162658895,0,0,0,1,0,0,0,0,0,0,0,1,0,1
392,"Jansson, Mr. Carl Olof",0,0,350034,-0.7794189149111143,1,0,1,0,1,0,0,0,0,0,0,0,1,1
393,"Gustafsson, Mr. Johan Birger",2,0,3101277,-0.7706572453176213,1,0,1,0,1,0,0,0,0,0,0,0,1,0
395,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",0,2,PP 9549,-0.17558254962953634,0,0,1,0,1,0,0,0,0,0,0,0,1,1
396,"Johansson, Mr. Erik",0,0,350052,-0.7794189149111143,1,0,1,0,1,0,0,0,0,0,0,0,1,0
397,"Olsson, Miss. Elina",0,0,350407,-0.7754585317512073,0,0,1,0,0,1,0,0,0,0,0,0,1,0
398,"McKane, Mr. Peter David",0,0,28403,0.4550949056296307,1,0,1,0,0,0,1,0,0,0,0,1,0,0
399,"Pain, Dr. Alfred",0,0,244278,-0.596034186468981,1,0,1,0,1,0,0,0,0,0,0,1,0,0
400,"Trout, Mrs. William H (Jessie L)",0,0,240929,-0.4502324091778832,0,0,1,0,1,0,0,0,0,0,0,1,0,1
401,"Niskanen, Mr. Juha",0,0,STON/O 2. 3101289,-0.7706572453176213,1,0,1,0,0,1,0,0,0,0,0,0,1,1
402,"Adams, Mr. John",0,0,341826,-0.7621803978006969,1,0,1,0,1,0,0,0,0,0,0,0,1,0
403,"Jussila, Miss. Mari Aina",1,0,4137,-0.6418091630603722,0,0,1,0,1,0,0,0,0,0,0,0,1,0
404,"Hakkarainen, Mr. Pekka Pietari",1,0,STON/O2. 3101279,-0.2332251127446215,1,0,1,0,1,0,0,0,0,0,0,0,1,0
405,"Oreskovic, Miss. Marija",0,0,315096,-0.720643844967768,0,0,1,1,0,0,0,0,0,0,0,0,1,0
406,"Gale, Mr. Shadrach",1,0,28664,0.11602100495265918,1,0,1,0,0,1,0,0,0,0,0,1,0,0
407,"Widegren, Mr. Carl/Charles Peter",0,0,347064,-0.7825248318413153,1,0,1,0,0,0,0,1,0,0,0,0,1,0
408,"Richards, Master. William Rowe",1,1,29106,-0.03656225035197799,1,0,1,0,0,0,0,0,0,0,0,1,0,1
409,"Birkeland, Mr. Hans Martin Monsen",0,0,312992,-0.7808294623379304,1,0,1,0,1,0,0,0,0,0,0,0,1,0
415,"Sundman, Mr. Johan Julian",0,0,STON/O 2. 3101269,-0.7706572453176213,1,0,1,0,0,0,1,0,0,0,0,0,1,1
417,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",1,1,28220,0.8958909765096936,0,0,1,0,0,1,0,0,0,0,0,1,0,1
418,"Silven, Miss. Lyyli Karoliina",0,2,250652,-0.4264972361304952,0,0,1,1,0,0,0,0,0,0,0,1,0,1
419,"Matthews, Mr. William John",0,0,28228,-0.4264972361304952,1,0,1,0,1,0,0,0,0,0,0,1,0,0
420,"Van Impe, Miss. Catharina",0,2,345773,0.32963756237915115,0,0,1,0,0,0,0,0,0,0,0,0,1,0
422,"Charters, Mr. David",0,0,A/5. 13032,-0.7836573386695764,1,1,0,0,1,0,0,0,0,0,0,0,1,0
423,"Zimmerman, Mr. Leo",0,0,315082,-0.774047984324391,1,0,1,0,1,0,0,0,0,0,0,0,1,0
424,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",1,1,347080,-0.3315565439409432,0,0,1,0,1,0,0,0,0,0,0,0,1,0
425,"Rosblom, Mr. Viktor Richard",1,1,370129,0.06261686559603608,1,0,1,1,0,0,0,0,0,0,0,0,1,0
427,"Clarke, Mrs. Charles V (Ada Maria Winfield)",1,0,2003,0.4550949056296307,0,0,1,0,1,0,0,0,0,0,0,1,0,1
428,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",0,0,250655,0.4550949056296307,0,0,1,1,0,0,0,0,0,0,0,1,0,1
430,"Pickard, Mr. Berk (Berk Trembisky)",0,0,SOTON/O.Q. 392078,-0.7621803978006969,1,0,1,0,0,1,0,0,0,0,0,0,1,1
431,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",0,0,110564,0.4923930347040976,1,0,1,0,1,0,0,0,0,0,1,0,0,1
433,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",1,0,SC/AH 3085,0.4550949056296307,0,0,1,0,0,0,1,0,0,0,0,1,0,1
434,"Kallio, Mr. Nikolai Erland",0,0,STON/O 2. 3101274,-0.8249090694259368,1,0,1,1,0,0,0,0,0,0,0,0,1,0
435,"Silvey, Mr. William Baird",1,0,13507,2.48275683167792,1,0,1,0,0,0,1,0,0,0,1,0,0,0
437,"Ford, Miss. Doolina Margaret ""Daisy""",2,2,W./C. 6608,1.023043689263558,0,0,1,0,1,0,0,0,0,0,0,0,1,0
438,"Richards, Mrs. Sidney (Emily Hocking)",2,3,29106,-0.03656225035197799,0,0,1,0,1,0,0,0,0,0,0,1,0,1
440,"Kvillner, Mr. Johan Henrik Johannesson",0,0,C.A. 18723,-0.596034186468981,1,0,1,0,0,1,0,0,0,0,0,1,0,0
441,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",1,1,F.C.C. 13529,0.47204860066347926,0,0,1,0,0,0,1,0,0,0,0,1,0,1
442,"Hampe, Mr. Leon",0,0,345769,-0.6638489666043753,1,0,1,1,0,0,0,0,0,0,0,0,1,0
443,"Petterson, Mr. Johan Emil",1,0,347076,-0.7808294623379304,1,0,1,0,1,0,0,0,0,0,0,0,1,0
444,"Reynaldo, Ms. Encarnacion",0,0,230434,-0.4264972361304952,0,0,1,0,1,0,0,0,0,0,0,1,0,1
447,"Mellinger, Miss. Madeleine Violet",0,1,250644,0.014298834749567732,0,0,1,1,0,0,0,0,0,0,0,1,0,1
448,"Seward, Mr. Frederic Kimber",0,0,113794,0.4923930347040976,1,0,1,0,0,1,0,0,0,0,1,0,0,1
449,"Baclini, Miss. Marie Catherine",2,1,2666,-0.0020919976091571765,0,0,0,0,0,0,0,0,0,0,0,0,1,1
450,"Peuchen, Major. Arthur Godfrey",0,0,113786,0.7602614162389051,1,0,1,0,0,0,0,1,0,0,1,0,0,1
451,"West, Mr. Edwy Arthur",1,2,C.A. 34651,0.5737707708665707,1,0,1,0,0,1,0,0,0,0,0,1,0,0
453,"Foreman, Mr. Benjamin Laventall",0,0,113051,0.5737707708665707,1,0,0,0,1,0,0,0,0,0,1,0,0,0
456,"Jalsevac, Mr. Ivan",0,0,349240,-0.7726374368975747,1,0,0,0,1,0,0,0,0,0,0,0,1,1
457,"Millet, Mr. Francis Davis",0,0,13509,0.4923930347040976,1,0,1,0,0,0,0,0,1,0,1,0,0,0
459,"Toomey, Miss. Ellen",0,0,F.C.C. 13531,-0.596034186468981,0,0,1,0,0,0,1,0,0,0,0,1,0,1
461,"Anderson, Mr. Harry",0,0,19952,0.4923930347040976,1,0,1,0,0,0,1,0,0,0,1,0,0,1
462,"Morley, Mr. William",0,0,364506,-0.7621803978006969,1,0,1,0,0,1,0,0,0,0,0,0,1,0
463,"Gee, Mr. Arthur H",0,0,111320,1.3027796573220594,1,0,1,0,0,0,1,0,0,0,1,0,0,0
464,"Milling, Mr. Jacob Christian",0,0,234360,-0.4264972361304952,1,0,1,0,0,0,1,0,0,0,0,1,0,0
466,"Goncalves, Mr. Manuel Estanslas",0,0,SOTON/O.Q. 3101306,-0.8299951779360912,1,0,1,0,0,1,0,0,0,0,0,0,1,0
468,"Smart, Mr. John Montgomery",0,0,113792,0.4923930347040976,1,0,1,0,0,0,0,1,0,0,1,0,0,0
472,"Cacic, Mr. Luka",0,0,315089,-0.720643844967768,1,0,1,0,0,1,0,0,0,0,0,0,1,0
473,"West, Mrs. Edwy Arthur (Ada Mary Worth)",1,2,C.A. 34651,0.5737707708665707,0,0,1,0,0,1,0,0,0,0,0,1,0,1
474,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",0,0,SC/AH Basle 541,-0.3728082746973035,0,0,0,0,1,0,0,0,0,0,0,1,0,1
475,"Strandberg, Miss. Ida Sofia",0,0,7553,-0.6409614783086797,0,0,1,0,1,0,0,0,0,0,0,0,1,0
477,"Renouf, Mr. Peter Henry",1,0,31027,0.11602100495265918,1,0,1,0,0,1,0,0,0,0,0,1,0,0
478,"Braund, Mr. Lewis Richard",1,0,3460,-0.83028000001266,1,0,1,0,1,0,0,0,0,0,0,0,1,0
479,"Karlsson, Mr. Nils August",0,0,350060,-0.7980679794483476,1,0,1,0,1,0,0,0,0,0,0,0,1,0
480,"Hirvonen, Miss. Hildur E",0,1,3101298,-0.4748152669769637,0,0,1,0,0,0,0,0,0,0,0,0,1,1
481,"Goodwin, Master. Harold Victor",5,2,CA 2144,1.8724238104593713,1,0,1,0,0,0,0,0,0,0,0,0,1,0
483,"Rouse, Mr. Richard Henry",0,0,A/5 3594,-0.7621803978006969,1,0,1,0,0,0,1,0,0,0,0,0,1,0
484,"Turkula, Mrs. (Hedwig)",0,0,4134,-0.6579151733425282,0,0,1,0,0,0,0,0,1,0,0,0,1,1
488,"Kent, Mr. Edward Austin",0,0,11771,0.7060095921305896,1,0,0,0,0,0,0,1,0,0,1,0,0,0
489,"Somerton, Mr. Francis William",0,0,A.5. 18509,-0.7621803978006969,1,0,1,0,1,0,0,0,0,0,0,0,1,0
490,"Coutts, Master. Eden Leslie ""Neville""",1,1,C.A. 37671,-0.22983437373785173,1,0,1,0,0,0,0,0,0,0,0,0,1,1
492,"Windelov, Mr. Einar",0,0,SOTON/OQ 3101317,-0.8164322219090124,1,0,1,0,1,0,0,0,0,0,0,0,1,0
493,"Molson, Mr. Harry Markland",0,0,113787,0.7602614162389051,1,0,1,0,0,0,0,1,0,0,1,0,0,0
494,"Artagaveytia, Mr. Ramon",0,0,PC 17609,2.049027060887965,1,0,0,0,0,0,0,0,0,1,1,0,0,0
495,"Stanley, Mr. Edward Roland",0,0,A/4 45380,-0.7621803978006969,1,0,1,0,1,0,0,0,0,0,0,0,1,0
500,"Svensson, Mr. Olof",0,0,350035,-0.7794189149111143,1,0,1,0,1,0,0,0,0,0,0,0,1,0
501,"Calic, Mr. Petar",0,0,315086,-0.720643844967768,1,0,1,1,0,0,0,0,0,0,0,0,1,0
502,"Canavan, Miss. Mary",0,0,364846,-0.7825248318413153,0,1,0,0,1,0,0,0,0,0,0,0,1,0
504,"Laitinen, Miss. Kristina Sofia",0,0,4135,-0.6579151733425282,0,0,1,0,0,1,0,0,0,0,0,0,1,0
507,"Quick, Mrs. Frederick Charles (Jane Richards)",0,2,26360,0.4550949056296307,0,0,1,0,0,1,0,0,0,0,0,1,0,1
509,"Olsen, Mr. Henry Margido",0,0,C 4001,0.2194385446591354,1,0,1,0,1,0,0,0,0,0,0,0,1,0
510,"Lang, Mr. Fang",0,0,1601,2.5231608776825887,1,0,1,0,1,0,0,0,0,0,0,0,1,1
511,"Daly, Mr. Eugene Patrick",0,0,382651,-0.7825248318413153,1,1,0,0,1,0,0,0,0,0,0,0,1,1
513,"McGough, Mr. James Robert",0,0,PC 17473,0.47459165491855665,1,0,1,0,0,1,0,0,0,0,1,0,0,1
514,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",1,0,PC 17603,2.7201085621518,0,0,0,0,0,0,0,1,0,0,1,0,0,1
515,"Coleff, Mr. Satio",0,0,349209,-0.7997633489517326,1,0,1,0,1,0,0,0,0,0,0,0,1,0
516,"Walker, Mr. William Anderson",0,0,36967,0.9990236941396013,1,0,1,0,0,0,1,0,0,0,1,0,0,0
517,"Lemore, Mrs. (Amelia Milley)",0,0,C.A. 34260,-0.596034186468981,0,0,1,0,0,1,0,0,0,0,0,1,0,1
519,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",1,0,226875,0.4550949056296307,0,0,1,0,0,1,0,0,0,0,0,1,0,1
520,"Pavlovic, Mr. Stefo",0,0,349242,-0.7726374368975747,1,0,1,0,0,1,0,0,0,0,0,0,1,0
522,"Vovk, Mr. Janko",0,0,349252,-0.7726374368975747,1,0,1,0,1,0,0,0,0,0,0,0,1,0
524,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",0,1,111361,2.6237573225354316,0,0,0,0,0,0,1,0,0,0,1,0,0,1
526,"Farrell, Mr. James",0,0,367232,-0.7825248318413153,1,1,0,0,0,0,1,0,0,0,0,0,1,0
527,"Ridsdale, Miss. Lucy",0,0,W./C. 14258,-0.596034186468981,0,0,1,0,0,0,1,0,0,0,0,1,0,1
529,"Salonen, Mr. Johan Werner",0,0,3101296,-0.7706572453176213,1,0,1,0,0,1,0,0,0,0,0,0,1,0
530,"Hocking, Mr. Richard George",2,1,29104,-0.5282194063335867,1,0,1,0,1,0,0,0,0,0,0,1,0,0
531,"Quick, Miss. Phyllis May",1,1,26360,0.4550949056296307,0,0,1,0,0,0,0,0,0,0,0,1,0,1
533,"Elias, Mr. Joseph Jr",1,1,2690,-0.8178427693358288,1,0,0,1,0,0,0,0,0,0,0,0,1,0
535,"Cacic, Miss. Marija",0,0,315084,-0.720643844967768,0,0,1,0,1,0,0,0,0,0,0,0,1,0
536,"Hart, Miss. Eva Miriam",0,2,F.C.C. 13529,0.47204860066347926,0,0,1,0,0,0,0,0,0,0,0,1,0,1
537,"Butt, Major. Archibald Willingham",0,0,113050,0.4923930347040976,1,0,1,0,0,0,1,0,0,0,1,0,0,0
540,"Frolicher, Miss. Hedwig Margaritha",0,2,13568,2.0487422388113967,0,0,0,0,1,0,0,0,0,0,1,0,0,1
541,"Crosby, Miss. Harriet R",0,2,WE/P 5735,3.5067600117223745,0,0,1,0,0,1,0,0,0,0,1,0,0,1
542,"Andersson, Miss. Ingeborg Constanzia",4,2,347082,0.8128178708438355,0,0,1,0,0,0,0,0,0,0,0,0,1,0
543,"Andersson, Miss. Sigrid Elisabeth",4,2,347082,0.8128178708438355,0,0,1,1,0,0,0,0,0,0,0,0,1,0
544,"Beane, Mr. Edward",1,0,2908,0.4550949056296307,1,0,1,0,0,1,0,0,0,0,0,1,0,1
546,"Nicholson, Mr. Arthur Ernest",0,0,693,0.4550949056296307,1,0,1,0,0,0,0,0,1,0,1,0,0,0
547,"Beane, Mrs. Edward (Ethel Clarke)",1,0,2908,0.4550949056296307,0,0,1,1,0,0,0,0,0,0,0,1,0,1
549,"Goldsmith, Mr. Frank John",1,1,363291,0.08380898438834679,1,0,1,0,0,1,0,0,0,0,0,0,1,0
550,"Davies, Master. John Morgan Jr",1,1,C.A. 33112,1.1841037920851194,1,0,1,0,0,0,0,0,0,0,0,1,0,1
552,"Sharp, Mr. Percival James R",0,0,244358,0.4550949056296307,1,0,1,0,1,0,0,0,0,0,0,1,0,0
554,"Leeni, Mr. Fahim (""Philip Zenni"")",0,0,2620,-0.8181275914123973,1,0,0,0,1,0,0,0,0,0,0,0,1,1
555,"Ohman, Miss. Velin",0,0,347085,-0.7808294623379304,0,0,1,0,1,0,0,0,0,0,0,0,1,1
556,"Wright, Mr. George",0,0,113807,0.4923930347040976,1,0,1,0,0,0,0,0,1,0,1,0,0,0
557,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",1,0,11755,1.3773759154709933,0,0,0,0,0,0,1,0,0,0,1,0,0,1
560,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",1,0,345572,-0.12811220353476038,0,0,1,0,0,1,0,0,0,0,0,0,1,1
562,"Sivic, Mr. Husein",0,0,349251,-0.7726374368975747,1,0,1,0,0,1,0,0,0,0,0,0,1,0
563,"Norman, Mr. Robert Douglas",0,0,218629,-0.39258984606279806,1,0,1,0,1,0,0,0,0,0,0,1,0,0
566,"Davies, Mr. Alfred J",2,0,A/4 48871,0.32963756237915115,1,0,1,0,1,0,0,0,0,0,0,0,1,0
567,"Stoytcheff, Mr. Ilia",0,0,349205,-0.7726374368975747,1,0,1,1,0,0,0,0,0,0,0,0,1,0
568,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",0,4,349909,0.1211071134628137,0,0,1,0,1,0,0,0,0,0,0,0,1,0
570,"Jonsson, Mr. Carl",0,0,350417,-0.7754585317512073,1,0,1,0,0,1,0,0,0,0,0,0,1,1
571,"Harris, Mr. George",0,0,S.W./PP 752,-0.596034186468981,1,0,1,0,0,0,0,0,1,0,0,1,0,1
572,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",2,0,11769,2.1829612516553687,0,0,1,0,0,0,0,1,0,0,1,0,0,1
573,"Flynn, Mr. John Irwin (""Irving"")",0,0,PC 17474,0.48137313293209594,1,0,1,0,0,1,0,0,0,0,1,0,0,1
575,"Rush, Mr. Alfred George John",0,0,A/4. 20589,-0.7621803978006969,1,0,1,1,0,0,0,0,0,0,0,0,1,0
576,"Patchett, Mr. George",0,0,358585,-0.32477506592740374,1,0,1,1,0,0,0,0,0,0,0,0,1,0
577,"Garside, Miss. Ethel",0,0,243880,-0.4264972361304952,0,0,1,0,0,1,0,0,0,0,0,1,0,1
578,"Silvey, Mrs. William Baird (Alice Munger)",1,0,13507,2.48275683167792,0,0,1,0,0,1,0,0,0,0,1,0,0,1
580,"Jussila, Mr. Eiriik",0,0,STON/O 2. 3101286,-0.7706572453176213,1,0,1,0,0,1,0,0,0,0,0,0,1,1
581,"Christy, Miss. Julie Rachel",1,1,237789,0.7263540261712079,0,0,1,0,1,0,0,0,0,0,0,1,0,1
583,"Downton, Mr. William James",0,0,28403,0.4550949056296307,1,0,1,0,0,0,0,1,0,0,0,1,0,0
584,"Ross, Mr. John Hugo",0,0,13049,1.4129786750420752,1,0,0,0,0,1,0,0,0,0,1,0,0,0
587,"Jarvis, Mr. John Denzil",0,0,237565,-0.29086767585970663,1,0,1,0,0,0,1,0,0,0,0,1,0,0
589,"Gilinski, Mr. Eliezer",0,0,14973,-0.7621803978006969,1,0,1,0,1,0,0,0,0,0,0,0,1,0
591,"Rintamaki, Mr. Matti",0,0,STON/O 2. 3101273,-0.8249090694259368,1,0,1,0,0,1,0,0,0,0,0,0,1,0
593,"Elsbury, Mr. William James",0,0,A/5 3902,-0.8164322219090124,1,0,1,0,0,0,1,0,0,0,0,0,1,0
595,"Chapman, Mr. John Henry",1,0,SC/AH 29037,0.4550949056296307,1,0,1,0,0,1,0,0,0,0,0,1,0,0
596,"Van Impe, Mr. Jean Baptiste",1,1,345773,0.32963756237915115,1,0,1,0,0,1,0,0,0,0,0,0,1,0
598,"Johnson, Mr. Alfred",0,0,LINE,-1.308089377890621,1,0,1,0,0,0,1,0,0,0,0,0,1,0
600,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",1,0,PC 17485,2.5525518033932677,1,0,0,0,0,0,1,0,0,0,1,0,0,1
601,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",2,1,243847,0.522909685765025,0,0,1,0,1,0,0,0,0,0,0,1,0,1
604,"Torber, Mr. Ernst William",0,0,364511,-0.7621803978006969,1,0,1,0,0,0,1,0,0,0,0,0,1,0
605,"Homer, Mr. Harry (""Mr E Haven"")",0,0,111426,0.4923930347040976,1,0,0,0,0,1,0,0,0,0,1,0,0,1
